HDR,ROLLING SYSTEM DEMAND,
VD,20200306174000,41285
VD,20200306174500,41444
VD,20200306175000,41748
VD,20200306175500,41829
VD,20200306180000,42027
VD,20200306180500,42598
VD,20200306181000,42766
VD,20200306181500,43056
VD,20200306182000,43328
VD,20200306182500,43524
VD,20200306183000,43581
VD,20200306183500,43499
VD,20200306184000,43332
VD,20200306184500,43192
VD,20200306185000,43119
VD,20200306185500,43022
VD,20200306190000,42877
VD,20200306190500,42712
VD,20200306191000,42541
VD,20200306191500,42386
VD,20200306192000,42369
VD,20200306192500,42083
VD,20200306193000,41825
VD,20200306193500,41778
VD,20200306194000,41709
VD,20200306194500,41606
VD,20200306195000,41502
VD,20200306195500,41360
VD,20200306200000,41109
VD,20200306200500,40745
VD,20200306201000,40242
VD,20200306201500,39747
VD,20200306202000,39599
VD,20200306202500,39356
VD,20200306203000,39295
VD,20200306203500,39274
VD,20200306204000,38982
VD,20200306204500,38658
VD,20200306205000,38287
VD,20200306205500,37987
VD,20200306210000,37722
VD,20200306210500,37399
VD,20200306211000,37045
VD,20200306211500,36619
VD,20200306212000,36417
VD,20200306212500,36251
VD,20200306213000,35807
VD,20200306213500,35408
VD,20200306214000,35108
VD,20200306214500,34689
VD,20200306215000,34487
VD,20200306215500,34129
VD,20200306220000,33790
VD,20200306220500,33503
VD,20200306221000,33248
VD,20200306221500,32921
VD,20200306222000,32605
VD,20200306222500,32411
VD,20200306223000,32174
VD,20200306223500,32057
VD,20200306224000,31753
VD,20200306224500,31449
VD,20200306225000,31124
VD,20200306225500,30752
VD,20200306230000,30389
VD,20200306230500,30274
VD,20200306231000,30073
VD,20200306231500,29574
VD,20200306232000,29336
VD,20200306232500,28965
VD,20200306233000,28775
VD,20200306233500,28732
VD,20200306234000,28528
VD,20200306234500,28132
VD,20200306235000,28009
VD,20200306235500,27856
FTR,288,
