HDR,ROLLING SYSTEM DEMAND,
VD,20200305153000,41490
VD,20200305153500,41669
VD,20200305154000,41884
VD,20200305154500,42053
VD,20200305155000,42348
VD,20200305155500,42497
VD,20200305160000,42633
VD,20200305160500,42696
VD,20200305161000,42665
VD,20200305161500,42683
VD,20200305162000,42733
VD,20200305162500,42922
VD,20200305163000,43094
VD,20200305163500,43253
VD,20200305164000,43434
VD,20200305164500,43619
VD,20200305165000,43828
VD,20200305165500,43913
VD,20200305170000,44193
VD,20200305170500,44436
VD,20200305171000,44662
VD,20200305171500,44707
VD,20200305172000,44812
VD,20200305172500,44969
VD,20200305173000,44994
VD,20200305173500,45052
VD,20200305174000,45202
VD,20200305174500,45357
VD,20200305175000,45431
VD,20200305175500,45518
VD,20200305180000,45763
VD,20200305180500,46013
VD,20200305181000,46046
VD,20200305181500,46123
VD,20200305182000,46162
VD,20200305182500,46239
VD,20200305183000,46328
VD,20200305183500,46370
VD,20200305184000,46425
VD,20200305184500,46340
VD,20200305185000,46264
VD,20200305185500,46161
VD,20200305190000,45982
VD,20200305190500,45659
VD,20200305191000,45364
VD,20200305191500,45252
VD,20200305192000,45092
VD,20200305211000,39237
VD,20200305211500,38970
VD,20200305212000,38719
VD,20200305212500,38464
VD,20200305213000,38062
VD,20200305213500,37813
VD,20200305214000,37232
VD,20200305214500,36806
VD,20200305215000,36487
VD,20200305215500,36138
VD,20200305220000,35824
VD,20200305220500,35516
VD,20200305221000,35198
VD,20200305221500,34740
VD,20200305222000,34437
VD,20200305222500,34272
VD,20200305223000,34017
VD,20200305223500,33836
VD,20200305224000,33654
VD,20200305224500,33214
VD,20200305225000,32940
VD,20200305225500,32579
VD,20200305230000,32126
VD,20200305230500,31808
VD,20200305231000,31127
VD,20200305231500,30739
VD,20200305232000,30522
VD,20200305232500,30369
VD,20200305233000,30107
VD,20200305233500,30018
VD,20200305234000,29980
VD,20200305234500,29920
VD,20200305235000,29797
VD,20200305235500,29621
FTR,267,
