HDR,ROLLING SYSTEM DEMAND,
VD,20200303153000,37407
VD,20200303153500,37450
VD,20200303154000,37667
VD,20200303154500,37852
VD,20200303155000,38037
VD,20200303155500,38295
VD,20200303160000,38371
VD,20200303160500,38307
VD,20200303161000,38536
VD,20200303161500,38653
VD,20200303162000,39010
VD,20200303162500,39354
VD,20200303163000,39579
VD,20200303163500,39904
VD,20200303164000,40123
VD,20200303164500,40408
VD,20200303165000,40770
VD,20200303165500,40975
VD,20200303170000,41035
VD,20200303170500,41334
VD,20200303171000,41579
VD,20200303171500,41728
VD,20200303172000,42070
VD,20200303172500,42188
VD,20200303173000,42363
VD,20200303173500,42519
VD,20200303174000,42614
VD,20200303174500,42775
VD,20200303175000,42972
VD,20200303175500,43224
VD,20200303180000,43549
VD,20200303180500,44291
VD,20200303181000,44646
VD,20200303181500,44698
VD,20200303182000,44712
VD,20200303182500,44829
VD,20200303183000,44522
VD,20200303183500,44515
VD,20200303184000,44539
VD,20200303184500,44290
VD,20200303185000,44375
VD,20200303185500,44343
VD,20200303190000,44400
VD,20200303190500,44315
VD,20200303191000,44414
VD,20200303191500,44428
VD,20200303192000,44279
VD,20200303192500,44140
VD,20200303193000,43945
VD,20200303193500,43869
VD,20200303194000,43760
VD,20200303194500,43592
VD,20200303195000,43360
VD,20200303195500,43109
VD,20200303200000,43147
VD,20200303200500,43254
VD,20200303201000,43076
VD,20200303201500,42901
VD,20200303202000,42579
VD,20200303202500,42217
VD,20200303203000,41860
VD,20200303203500,41610
VD,20200303204000,41761
VD,20200303204500,41490
VD,20200303205000,41021
VD,20200303205500,40697
VD,20200303210000,40348
VD,20200303210500,39878
VD,20200303211000,39302
VD,20200303211500,38961
VD,20200303212000,38621
VD,20200303212500,38283
VD,20200303213000,37900
VD,20200303213500,37484
VD,20200303214000,37245
VD,20200303214500,36953
VD,20200303215000,36562
VD,20200303215500,36128
VD,20200303220000,35691
VD,20200303220500,35384
VD,20200303221000,35034
VD,20200303221500,34534
VD,20200303222000,34124
VD,20200303222500,33732
VD,20200303223000,33523
VD,20200303223500,33357
VD,20200303224000,33132
VD,20200303224500,32824
VD,20200303225000,32519
VD,20200303225500,32185
VD,20200303230000,31979
VD,20200303230500,31909
VD,20200303231000,31548
VD,20200303231500,31256
VD,20200303232000,30984
VD,20200303232500,30752
VD,20200303233000,30733
VD,20200303233500,30789
VD,20200303234000,30812
VD,20200303234500,30793
VD,20200303235000,30753
VD,20200303235500,30705
FTR,288,
